carat,cut,color,clarity,depth,table,x,y,z,price,pred_m3,pred_final,desvio_pct
0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,872,665.59,826.88,5.46
1.05,Ideal,G,VS2,60.8,57.0,6.65,6.58,4.02,6604,5942.46,6465.25,2.15
1.5,Good,H,I1,64.0,56.0,7.18,7.05,4.56,4022,4631.49,4231.15,-4.94
0.57,Ideal,F,VS1,61.7,55.0,5.35,5.39,3.31,2039,2158.19,2056.05,-0.83
1.58,Ideal,J,SI1,61.6,56.0,7.53,7.5,4.63,7592,7790.47,7609.21,-0.23
1.26,Premium,I,VS2,62.4,58.0,6.88,6.94,4.31,6023,6653.11,6206.91,-2.96
0.23,Very Good,E,VVS2,61.9,57.0,3.91,3.94,2.43,505,446.17,503.96,0.21
0.9,Ideal,D,SI1,62.6,55.0,6.1,6.16,3.84,4819,4518.15,4670.96,3.17
0.75,Very Good,E,VS2,62.3,56.0,5.79,5.84,3.62,3365,3360.5,3181.66,5.76
0.58,Premium,H,SI1,58.4,59.0,5.51,5.48,3.21,1332,1500.87,1280.57,4.02
1.32,Premium,F,VS1,61.7,59.0,6.99,6.95,4.3,11177,10258.09,10288.51,8.64
0.31,Premium,I,VVS1,61.0,58.0,4.33,4.39,2.66,571,624.29,595.16,-4.06
0.31,Ideal,G,IF,62.0,54.0,4.39,4.35,2.71,1028,868.86,992.53,3.57
0.38,Ideal,I,VVS2,62.0,54.5,4.66,4.69,2.9,768,875.45,794.88,-3.38
0.4,Premium,F,VS1,62.9,58.0,4.71,4.67,2.95,1050,1083.12,1123.89,-6.57
0.59,Very Good,G,VS1,57.4,63.0,5.54,5.58,3.19,1915,2057.82,1800.36,6.37
1.06,Ideal,G,VS1,61.7,55.0,6.53,6.56,4.04,8093,6484.65,7404.43,9.3
0.36,Ideal,H,IF,61.9,57.0,4.55,4.6,2.83,947,1055.12,903.27,4.84
0.9,Premium,G,I1,62.3,53.0,6.16,6.12,3.82,1939,2052.3,1916.95,1.15
1.01,Very Good,H,SI2,58.8,58.0,6.57,6.62,3.88,4166,3533.82,3941.61,5.69
0.9,Good,F,SI2,63.2,57.0,6.09,6.15,3.87,3267,3196.33,3438.56,-4.99
1.24,Very Good,G,SI2,63.3,57.0,6.85,6.79,4.32,4462,5674.91,5176.37,-13.8
0.31,Ideal,F,VS2,61.9,57.0,4.32,4.34,2.68,583,639.48,643.3,-9.37
0.5,Good,G,VVS2,63.4,57.0,5.06,5.1,3.22,1715,1662.75,1745.2,-1.73
2.33,Very Good,H,SI2,63.2,56.0,8.44,8.35,5.31,13500,17055.25,14695.8,-8.14
0.41,Premium,F,IF,62.6,58.0,4.73,4.76,2.97,1439,1539.49,1365.18,5.41
0.32,Ideal,D,VVS2,61.6,55.0,4.41,4.45,2.73,1107,919.53,911.24,21.48
0.62,Very Good,D,VS1,63.4,55.0,5.46,5.43,3.45,2310,2664.21,2448.56,-5.66
1.2,Premium,I,VS2,61.8,55.0,6.93,6.8,4.24,5699,6069.1,6051.63,-5.83
0.54,Ideal,H,VS2,61.9,56.0,5.24,5.26,3.25,1359,1556.74,1448.08,-6.15
1.5,Good,H,SI1,57.9,62.0,7.55,7.48,4.35,9324,8454.13,9194.97,1.4
0.39,Ideal,H,VVS2,61.4,56.1,4.7,4.73,2.89,853,1037.08,901.53,-5.38
1.5,Very Good,F,SI2,63.1,54.0,7.29,7.26,4.59,7560,8693.33,8446.17,-10.49
0.72,Ideal,F,SI1,62.7,57.0,5.69,5.73,3.58,2586,2694.2,2639.47,-2.03
1.01,Ideal,D,SI1,62.4,54.0,6.52,6.38,4.03,5147,5613.87,5873.11,-12.36
0.9,Good,G,SI2,63.8,59.0,6.02,6.05,3.85,3303,2986.04,3203.92,3.09
1.5,Very Good,H,SI2,61.3,59.0,7.38,7.41,4.53,7774,7442.12,8217.02,-5.39
0.57,Ideal,E,VVS2,60.6,56.2,5.36,5.4,3.26,2719,2576.47,2600.88,4.54
0.71,Very Good,E,VS1,59.8,58.0,5.78,5.82,3.47,3112,3249.01,3125.99,-0.45
1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,6112,6119.06,6015.57,1.6
0.31,Ideal,H,IF,61.2,56.0,4.36,4.4,2.68,789,796.18,804.3,-1.9
0.59,Premium,E,VS2,60.8,57.0,5.42,5.37,3.28,2177,2186.4,1885.05,15.49
1.29,Premium,I,SI1,62.2,58.0,7.03,6.96,4.35,6140,5994.14,5711.81,7.5
1.12,Ideal,G,SI1,62.0,55.0,6.68,6.65,4.13,5551,5783.68,5642.51,-1.62
0.33,Very Good,J,VS1,62.8,58.0,4.38,4.41,2.76,434,485.51,460.76,-5.81
1.5,Good,F,SI2,59.7,61.0,7.39,7.44,4.43,8181,8363.81,8035.44,1.81
0.25,Premium,E,VVS1,62.9,58.0,4.03,4.01,2.53,740,571.05,706.28,4.77
1.51,Ideal,H,VS2,62.4,56.0,7.33,7.28,4.56,12219,10793.32,10921.81,11.88
0.41,Good,F,VS1,58.0,61.0,4.86,4.9,2.83,891,1067.9,946.47,-5.86
1.01,Premium,F,SI2,61.7,60.0,6.36,6.42,3.94,4533,4219.8,4300.57,5.4
1.22,Premium,E,SI2,61.5,58.0,6.85,6.81,4.2,6351,6268.33,5702.5,11.37
1.5,Very Good,D,SI1,62.7,59.0,7.21,7.24,4.53,11442,11307.99,11550.47,-0.94
0.35,Premium,H,VVS2,62.7,58.0,4.46,4.5,2.81,706,827.07,736.12,-4.09
1.2,Premium,G,SI2,62.4,58.0,6.77,6.73,4.21,5846,5453.83,5182.98,12.79
2.42,Premium,J,VS2,61.3,59.0,8.61,8.58,5.27,17168,19724.1,17124.04,0.26
1.0,Premium,E,SI1,60.7,59.0,6.41,6.38,3.88,5544,5089.63,5133.31,8.0
0.72,Very Good,D,SI2,61.3,59.0,5.74,5.78,3.53,2692,2404.31,2479.74,8.56
0.34,Ideal,I,SI1,62.8,57.0,4.45,4.43,2.79,589,497.74,550.6,6.97
0.73,Very Good,D,SI1,63.6,57.0,5.68,5.71,3.62,2548,2913.57,2798.24,-8.94
2.04,Premium,I,I1,59.3,61.0,8.3,8.25,4.91,8408,7783.63,7851.29,7.09
1.07,Ideal,H,SI1,61.5,54.0,6.64,6.6,4.07,3415,4863.19,5081.79,-32.8
0.5,Very Good,G,SI1,60.0,63.0,5.06,5.1,3.05,1197,1211.55,1047.38,14.29
0.32,Ideal,G,VVS1,61.9,56.0,4.4,4.39,2.72,1080,834.44,945.59,14.21
1.52,Ideal,D,VS2,61.6,57.0,7.42,7.35,4.55,12392,14063.3,14557.19,-14.87
0.28,Premium,E,VVS1,61.3,60.0,4.21,4.18,2.57,828,706.89,741.93,11.6
0.5,Premium,E,SI1,61.4,58.0,5.17,5.09,3.15,1155,1379.85,1407.41,-17.93
0.47,Very Good,F,VVS2,60.9,59.0,4.99,5.03,3.05,1418,1646.51,1568.94,-9.62
0.56,Ideal,D,SI1,61.9,55.0,5.31,5.29,3.28,1803,1849.05,1748.34,3.13
1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,7648,5810.78,6961.14,9.87
0.4,Premium,D,VVS2,62.0,61.0,4.72,4.7,2.92,1206,1368.61,1304.53,-7.55
0.31,Ideal,E,VS1,60.2,56.0,4.39,4.44,2.66,626,713.47,705.47,-11.26
0.72,Ideal,G,VS1,61.3,56.0,5.75,5.8,3.54,3478,3130.28,3206.9,8.45
0.31,Ideal,D,VS1,61.1,55.0,4.37,4.4,2.68,774,755.16,774.37,-0.05
2.01,Premium,J,SI1,60.3,56.0,8.02,7.96,4.82,11188,11985.2,11183.96,0.04
0.53,Very Good,G,SI1,61.0,55.0,5.21,5.32,3.21,1219,1352.05,1275.94,-4.46
0.46,Fair,F,VS2,66.0,58.0,4.9,4.76,3.19,982,1144.11,1124.07,-12.64
0.7,Fair,H,I1,66.5,57.0,5.51,5.4,3.64,1058,1019.63,958.27,10.41
0.35,Ideal,F,VS2,61.4,54.0,4.54,4.58,2.8,706,803.67,721.92,-2.21
1.5,Premium,F,SI1,62.2,58.0,7.34,7.29,4.55,12030,10492.97,10937.98,9.98
0.3,Premium,F,VVS2,61.6,58.0,4.35,4.28,2.66,945,722.72,946.38,-0.15
2.51,Very Good,I,SI2,62.3,57.0,8.69,8.76,5.44,18090,17393.02,15987.09,13.15
0.4,Ideal,D,VVS1,60.3,57.0,4.81,4.78,2.89,1441,1497.89,1628.29,-11.5
0.7,Very Good,H,VVS2,58.8,58.0,5.88,5.78,3.43,2585,2984.3,2624.56,-1.51
0.31,Good,H,VS1,64.1,55.0,4.25,4.27,2.73,476,540.0,554.98,-14.23
0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,1910,2274.17,2169.59,-11.96
0.5,Very Good,H,VS2,61.2,55.0,5.12,5.16,3.15,1411,1288.09,1320.32,6.87
0.9,Good,F,SI2,63.1,56.0,6.12,6.18,3.88,3519,3196.33,3495.19,0.68
1.54,Very Good,I,SI2,59.4,61.0,7.49,7.56,4.47,7589,6932.34,7314.18,3.76
1.28,Ideal,H,SI2,62.8,57.0,6.92,6.87,4.33,6451,5771.89,5488.36,17.54
0.71,Very Good,G,VS2,61.3,59.0,5.72,5.76,3.52,2690,2720.5,2702.53,-0.46
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4240,3911.98,4182.84,1.37
0.25,Ideal,G,VVS2,62.0,54.0,4.05,4.08,2.52,525,489.87,525.76,-0.14
1.0,Ideal,G,VS1,62.2,56.0,6.41,6.35,3.97,6465,5810.78,6488.93,-0.37
1.21,Ideal,I,SI1,62.4,55.0,6.81,6.78,4.24,5218,5434.26,5246.39,-0.54
1.01,Premium,H,VS2,62.4,58.0,6.42,6.36,3.99,4769,4948.78,5305.44,-10.11
1.2,Very Good,I,SI1,60.0,60.0,6.81,6.89,4.11,5408,5117.12,5229.88,3.41
1.02,Premium,F,VS1,61.4,59.0,6.48,6.42,3.96,6238,6312.68,6988.13,-10.73
0.32,Premium,D,SI1,61.5,59.0,4.42,4.39,2.71,756,630.27,743.22,1.72
0.91,Premium,F,SI2,62.1,56.0,6.26,6.21,3.87,3096,3467.59,3643.34,-15.02
1.51,Premium,G,SI1,60.3,59.0,7.39,7.44,4.47,9710,9926.05,10661.43,-8.92
0.93,Very Good,D,SI1,60.8,59.0,6.24,6.27,3.8,4527,4596.72,4530.63,-0.08
0.52,Fair,F,IF,64.6,58.0,5.04,5.17,3.3,2144,2096.07,2226.68,-3.71
0.51,Ideal,D,VS2,61.9,56.0,5.14,5.11,3.17,1882,1798.89,1883.04,-0.06
0.51,Ideal,H,VS2,60.9,56.4,5.15,5.18,3.15,1365,1397.88,1413.04,-3.4
0.56,Ideal,I,VVS1,62.0,57.0,5.29,5.33,3.29,1580,1944.35,1738.42,-9.11
0.4,Premium,H,VVS2,60.6,60.0,4.79,4.75,2.89,1125,1063.52,1027.82,9.45
0.54,Premium,F,SI1,60.4,58.0,5.29,5.2,3.17,1555,1532.47,1418.49,9.62
0.24,Very Good,F,IF,60.4,58.0,4.02,4.06,2.44,552,549.38,571.75,-3.45
0.76,Ideal,E,VS2,61.6,56.0,5.85,5.9,3.62,3864,3602.17,3457.79,11.75
0.74,Very Good,F,SI1,62.9,57.0,5.76,5.79,3.63,2684,2713.36,2628.37,2.12
1.14,Ideal,G,IF,59.0,59.0,6.81,6.91,4.05,12458,10090.1,11113.44,12.1
1.08,Premium,F,SI2,62.6,56.0,6.61,6.55,4.12,4488,4787.33,4499.79,-0.26
0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,800,834.68,804.12,-0.51
1.11,Ideal,I,SI2,61.9,57.0,6.62,6.66,4.11,4377,3912.39,4278.83,2.29
0.51,Premium,D,SI1,62.2,58.0,5.13,5.06,3.17,1619,1515.98,1572.27,2.97
0.33,Ideal,H,IF,61.9,55.0,4.42,4.44,2.74,868,895.66,870.65,-0.3
0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,1115,1273.13,994.76,12.09
0.31,Ideal,D,VVS1,62.1,54.0,4.34,4.36,2.7,934,926.89,938.31,-0.46
0.91,Fair,F,SI1,64.9,57.0,6.13,6.08,3.96,2971,3563.22,3700.94,-19.72
0.7,Ideal,H,SI1,61.4,56.0,5.7,5.76,3.52,2815,2187.27,2461.68,14.35
1.01,Very Good,D,VS2,63.3,58.0,6.35,6.38,4.03,6794,6229.81,7124.76,-4.64
0.31,Very Good,H,VVS2,63.4,56.0,4.32,4.29,2.73,802,643.78,801.82,0.02
0.73,Ideal,F,SI2,62.1,56.0,5.77,5.8,3.59,2276,2341.83,2344.49,-2.92
0.5,Premium,H,SI2,62.6,61.0,5.06,5.03,3.1,1024,961.19,1025.52,-0.15
0.52,Premium,E,VS2,62.5,56.0,5.18,5.15,3.23,1815,1723.64,1739.43,4.34
0.35,Very Good,D,SI2,63.3,55.0,4.49,4.45,2.83,669,618.16,622.3,7.5
0.4,Very Good,F,SI1,63.3,57.0,4.68,4.73,2.98,798,851.94,721.51,10.6
0.41,Ideal,D,SI1,62.6,57.0,4.74,4.78,2.98,791,1027.96,822.88,-3.87
2.3,Ideal,I,SI1,62.2,60.0,8.43,8.39,5.23,17193,18213.94,16794.74,2.37
1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,4196,3825.35,3941.33,6.46
0.25,Very Good,G,VVS1,61.7,56.0,4.07,4.09,2.51,525,501.4,521.99,0.58
0.73,Premium,F,SI1,62.4,55.0,5.78,5.71,3.59,2346,2703.58,2498.3,-6.1
1.01,Good,D,VS2,64.5,58.0,6.27,6.31,4.06,6449,5993.67,6473.35,-0.38
0.54,Premium,D,SI1,62.1,58.0,5.23,5.21,3.24,1786,1688.25,1599.65,11.65
0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,1781,1699.57,1746.21,1.99
1.0,Very Good,G,VVS2,63.0,54.0,6.37,6.43,4.03,8138,6374.77,7494.89,8.58
0.35,Ideal,F,SI2,62.8,55.0,4.53,4.48,2.83,591,586.65,620.37,-4.73
0.7,Good,G,SI1,62.7,59.0,5.57,5.63,3.51,2209,2196.47,2142.15,3.12
1.2,Very Good,J,SI2,59.6,62.0,6.9,6.95,4.13,3880,3759.25,4049.63,-4.19
0.71,Very Good,F,SI1,62.3,60.0,5.65,5.68,3.53,2436,2509.94,2432.56,0.14
1.0,Fair,H,SI2,66.5,62.0,6.19,6.1,4.09,3248,3085.5,3089.57,5.13
1.01,Premium,F,SI2,62.7,56.0,6.4,6.35,4.0,4197,4219.8,4156.81,0.97
2.2,Fair,I,I1,66.3,56.0,8.05,8.0,5.32,7934,7808.96,6936.81,14.38
0.3,Premium,F,VVS2,61.6,58.0,4.28,4.35,2.66,737,722.72,707.09,4.23
0.71,Premium,E,SI1,60.3,58.0,5.78,5.76,3.48,2479,2670.53,2605.47,-4.85
1.19,Ideal,G,VVS2,60.7,57.0,6.8,6.85,4.14,9587,9248.09,9517.52,0.73
0.73,Premium,D,SI1,62.5,59.0,5.75,5.68,3.57,2579,2978.4,2735.41,-5.72
0.33,Good,I,SI1,63.2,58.0,4.36,4.38,2.76,445,432.99,415.24,7.17
0.54,Ideal,G,VVS2,62.1,56.0,5.19,5.22,3.23,1985,2088.7,1985.52,-0.03
0.51,Very Good,F,IF,59.4,60.0,5.18,5.23,3.09,2304,2271.47,2187.75,5.31
1.0,Very Good,G,VVS1,63.4,57.0,6.33,6.36,4.02,8115,6821.71,7631.86,6.33
1.09,Ideal,E,VVS2,60.9,56.0,6.66,6.7,4.07,10333,8733.78,11172.94,-7.52
0.71,Good,I,VS1,63.6,56.0,5.7,5.65,3.61,2327,2279.09,2243.51,3.72
0.8,Very Good,H,SI1,63.0,57.0,5.89,5.95,3.73,3005,2690.14,2785.75,7.87
0.3,Ideal,F,IF,61.1,58.0,4.32,4.36,2.65,886,874.36,916.23,-3.3
0.33,Ideal,F,VS2,62.0,54.2,4.42,4.45,2.75,660,719.38,685.26,-3.69
0.31,Ideal,D,SI1,61.8,56.0,4.37,4.34,2.69,732,607.2,741.63,-1.3
0.3,Premium,E,VS2,62.5,59.0,4.27,4.3,2.68,658,611.81,660.4,-0.36
0.7,Good,J,SI2,58.7,58.0,5.74,5.85,3.4,1824,1310.77,1757.72,3.77
1.21,Ideal,G,VS1,61.6,57.0,6.85,6.87,4.22,10685,8320.0,9339.58,14.41
1.19,Ideal,H,VS2,62.1,59.0,6.82,6.73,4.21,6662,6892.72,6499.37,2.5
1.61,Very Good,E,SI2,61.9,57.0,7.44,7.48,4.62,8288,10338.05,9576.2,-13.45
1.21,Premium,H,SI2,60.0,61.0,6.88,6.79,4.1,5082,5076.38,4680.08,8.59
0.8,Very Good,F,VS1,63.7,56.0,5.87,5.9,3.75,3460,3908.18,3650.61,-5.22
0.51,Fair,F,VVS2,65.4,60.0,4.98,4.9,3.23,3920,1708.35,1650.31,137.53
0.4,Ideal,D,SI1,61.3,56.0,4.75,4.78,2.92,726,981.26,833.66,-12.91
0.33,Ideal,F,IF,61.8,56.0,4.42,4.46,2.74,978,1046.24,1025.23,-4.61
1.15,Ideal,H,SI1,61.6,55.0,6.74,6.79,4.17,7100,5570.41,5646.87,25.73
1.02,Good,D,SI1,63.5,61.0,6.27,6.35,4.01,5497,5262.7,5326.67,3.2
1.53,Ideal,I,SI2,61.4,58.0,7.4,7.42,4.55,8021,7159.46,7862.95,2.01
2.18,Premium,G,SI2,61.9,60.0,8.29,8.24,5.12,18003,16785.35,15595.53,15.44
2.37,Ideal,H,SI2,62.1,55.0,8.52,8.54,5.3,16937,18412.25,16297.05,3.93
0.61,Good,E,VS2,60.8,59.0,5.41,5.48,3.31,2124,2191.05,1951.84,8.82
0.3,Very Good,H,VVS2,63.0,56.0,4.24,4.27,2.68,581,605.23,583.65,-0.45
0.3,Ideal,E,VVS1,62.1,57.0,4.27,4.29,2.66,862,823.28,845.4,1.96
0.34,Ideal,E,SI1,61.7,56.0,4.52,4.49,2.78,765,682.66,742.52,3.03
1.52,Good,G,SI2,63.0,61.0,7.25,7.28,4.58,8280,8010.88,8323.0,-0.52
1.06,Premium,E,SI2,60.0,59.0,6.64,6.59,3.97,3989,4810.43,4472.39,-10.81
0.53,Ideal,F,VS1,60.7,55.0,5.32,5.25,3.21,1697,1881.86,1916.08,-11.43
2.1,Ideal,H,SI2,63.0,57.0,8.13,8.08,5.11,16629,14661.95,13727.31,21.14
0.25,Ideal,G,VVS2,61.9,55.0,4.07,4.1,2.53,525,489.87,537.88,-2.39
0.43,Very Good,G,VS1,62.2,59.0,4.81,4.84,3.0,943,1134.25,946.9,-0.41
0.7,Ideal,G,SI1,60.5,57.0,5.74,5.79,3.49,2460,2386.91,2444.31,0.64
0.81,Premium,E,SI2,59.9,61.0,6.08,6.05,3.63,2559,2898.71,2797.76,-8.53
1.0,Good,F,VS2,63.1,56.0,6.27,6.31,3.97,5420,5339.63,5770.49,-6.07
1.2,Good,H,SI1,63.6,57.0,6.79,6.74,4.3,5975,5553.7,5487.72,8.88
0.41,Very Good,F,VVS1,63.7,54.0,4.71,4.74,3.01,1169,1362.39,1164.36,0.4
2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,13342,18084.03,16617.99,-19.71
1.01,Good,G,VS2,57.5,62.0,6.58,6.53,3.77,5701,5082.68,5271.88,8.14
0.31,Premium,G,VS1,61.8,59.0,4.32,4.35,2.68,625,626.14,623.45,0.25
1.01,Fair,E,SI1,69.5,55.0,6.0,5.94,4.15,4853,4513.2,3824.74,26.88
1.01,Ideal,G,VS2,62.1,57.0,6.4,6.45,3.99,6734,5523.36,6337.36,6.26
0.43,Ideal,H,VVS2,61.3,56.0,4.86,4.9,2.99,943,1246.41,1051.07,-10.28
0.62,Premium,G,VS2,61.1,59.0,5.56,5.5,3.38,1841,2154.55,1793.62,2.64
0.27,Very Good,F,VVS1,61.8,55.0,4.13,4.16,2.56,604,620.41,619.89,-2.56
0.52,Ideal,G,VS1,61.3,56.0,5.17,5.2,3.18,1576,1696.11,1730.6,-8.93
0.31,Premium,G,VVS1,60.2,59.0,4.43,4.38,2.65,1046,768.53,986.48,6.03
1.0,Fair,I,VS1,65.3,55.0,6.34,6.25,4.11,3763,4016.53,4012.37,-6.22
0.8,Ideal,F,IF,60.8,56.0,5.99,6.05,3.66,6674,5543.83,5237.09,27.44
1.52,Very Good,H,SI1,60.9,59.0,7.43,7.49,4.54,9642,9009.13,10171.48,-5.21
0.51,Ideal,G,VVS1,60.5,59.0,5.16,5.19,3.13,1893,2007.06,2021.75,-6.37
0.52,Premium,F,SI1,61.5,60.0,5.15,5.16,3.17,1191,1427.34,1376.56,-13.48
0.3,Ideal,G,VVS1,61.9,57.0,4.28,4.31,2.66,764,738.95,762.21,0.23
0.71,Ideal,H,IF,63.0,57.0,5.68,5.72,3.59,3354,3790.69,3335.98,0.54
0.52,Premium,G,SI1,58.6,62.0,5.28,5.24,3.08,1092,1333.44,1309.62,-16.62
0.38,Ideal,H,SI1,61.2,56.0,4.68,4.63,2.85,834,692.31,733.61,13.68
0.72,Premium,D,SI1,62.6,59.0,5.74,5.7,3.58,2732,2902.04,2759.27,-0.99
0.3,Ideal,D,SI1,62.1,54.0,4.31,4.35,2.69,552,570.84,547.22,0.87
0.93,Very Good,I,VS2,63.1,58.0,6.19,6.21,3.91,3766,3673.8,3595.47,4.74
1.05,Premium,H,VS2,60.5,58.0,6.7,6.63,4.03,4739,5324.29,5427.93,-12.69
0.29,Ideal,F,SI2,60.6,59.0,4.31,4.37,2.63,496,411.71,411.57,20.51
0.33,Ideal,E,VS2,60.8,57.0,4.47,4.45,2.71,928,748.75,876.09,5.93
1.43,Premium,G,VS2,62.2,58.0,7.18,7.15,4.46,10609,10394.43,10158.25,4.44
0.76,Ideal,F,SI1,61.4,56.0,5.88,5.92,3.62,2894,2982.95,2921.69,-0.95
1.62,Ideal,G,VS1,62.7,56.0,7.44,7.51,4.69,15246,14413.25,14850.1,2.67
0.61,Very Good,I,IF,60.2,57.0,5.49,5.58,3.33,2057,2414.93,2113.19,-2.66
0.57,Very Good,I,VS2,62.2,55.0,5.33,5.34,3.32,1267,1461.38,1344.95,-5.8
0.7,Ideal,F,SI1,62.2,57.0,5.67,5.74,3.55,2230,2555.0,2580.73,-13.59
1.05,Very Good,G,SI1,59.7,58.0,6.6,6.66,3.96,5019,4898.87,5023.88,-0.1
0.51,Good,G,VVS2,63.4,57.0,5.06,5.09,3.22,1800,1725.92,1770.14,1.69
0.3,Premium,I,VS1,61.9,59.0,4.31,4.24,2.65,527,478.17,610.19,-13.63
1.05,Premium,G,SI2,62.7,54.0,6.51,6.48,4.07,4018,4241.3,4198.44,-4.3
0.35,Ideal,G,VS1,61.3,54.0,4.58,4.63,2.83,741,804.8,752.59,-1.54
0.58,Fair,F,I1,66.3,55.0,5.18,5.1,3.41,893,835.88,899.91,-0.77
0.78,Very Good,E,SI2,60.0,63.0,5.99,5.95,3.58,2512,2641.09,2517.64,-0.22
0.38,Ideal,D,VVS1,62.0,57.0,4.6,4.69,2.88,1173,1359.98,1262.77,-7.11
0.35,Ideal,E,SI1,62.3,56.0,4.56,4.53,2.83,788,720.96,752.76,4.68
0.56,Ideal,I,VVS1,60.8,57.0,5.31,5.34,3.24,1605,1944.35,1752.5,-8.42
0.54,Premium,G,VS1,61.1,59.0,5.2,5.24,3.19,1684,1780.52,1706.26,-1.3
0.95,Ideal,I,VS2,62.2,57.0,6.29,6.22,3.89,3884,3998.02,3567.8,8.86
0.32,Ideal,G,VS1,60.7,56.0,4.43,4.46,2.7,602,679.84,676.65,-11.03
0.33,Ideal,G,VS1,61.4,54.0,4.44,4.48,2.74,666,720.39,666.58,-0.09
0.7,Very Good,F,VS1,62.1,57.0,5.69,5.72,3.54,2975,3039.3,2872.79,3.56
2.0,Premium,I,VS2,59.5,62.0,8.21,8.13,4.86,15651,15880.98,14577.44,7.36
0.91,Fair,E,SI1,65.0,62.0,6.09,6.04,3.94,4256,3708.68,3667.82,16.04
1.51,Premium,F,SI1,63.0,61.0,7.3,7.27,4.59,11666,10625.08,11064.15,5.44
1.0,Premium,F,VS1,62.0,59.0,6.42,6.35,3.96,7056,6081.62,6699.21,5.33
1.23,Ideal,G,VVS2,61.0,57.0,6.93,6.9,4.22,10304,9842.13,10374.26,-0.68
0.55,Ideal,F,VS2,61.3,54.0,5.27,5.33,3.25,1649,1882.4,1719.02,-4.07
1.5,Fair,H,SI1,66.1,57.0,7.06,6.98,4.64,7832,7817.52,7781.45,0.65
1.5,Very Good,E,VS2,63.2,57.0,7.29,7.26,4.6,14527,12395.38,13866.5,4.76
2.05,Ideal,G,SI2,61.6,56.0,8.11,8.16,5.01,18017,15290.4,16078.94,12.05
0.38,Ideal,D,VS2,60.7,56.0,4.69,4.74,2.86,808,1033.66,991.47,-18.5
1.02,Very Good,H,VS1,61.4,56.5,6.44,6.47,3.97,6204,5286.48,5785.8,7.23
0.9,Very Good,E,SI1,60.7,61.0,6.17,6.19,3.75,3689,4082.87,4022.23,-8.28
1.27,Premium,F,SI2,61.0,61.0,7.01,6.95,4.26,5428,6495.65,5781.57,-6.12
1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,5014,4444.11,4717.3,6.29
0.31,Ideal,G,IF,61.6,55.0,4.34,4.39,2.69,924,868.86,892.54,3.52
0.34,Premium,D,SI1,61.2,58.0,4.49,4.47,2.74,803,706.49,758.15,5.92
1.01,Good,E,VS2,60.8,63.0,6.44,6.46,3.92,6250,5662.73,6401.88,-2.37
1.26,Ideal,G,VS2,60.8,55.0,7.02,7.04,4.28,9399,8376.62,8965.24,4.84
0.9,Premium,D,SI2,62.5,59.0,6.18,6.13,3.85,3312,3741.41,3893.43,-14.93
0.31,Ideal,H,SI1,62.9,56.0,4.31,4.27,2.7,558,471.84,553.3,0.85
0.33,Ideal,H,SI1,63.0,57.0,4.41,4.39,2.77,610,530.79,589.13,3.54
0.4,Ideal,G,IF,61.8,55.0,4.75,4.79,2.95,1239,1404.1,1253.21,-1.13
1.08,Ideal,H,VVS2,62.4,55.0,6.53,6.57,4.09,6856,7059.89,7116.62,-3.66
0.36,Ideal,F,VS1,60.1,57.0,4.62,4.67,2.79,789,908.41,799.74,-1.34
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,3884,4307.7,4619.07,-15.91
1.0,Good,D,VS2,62.1,64.0,6.38,6.35,3.95,5174,5882.41,6275.47,-17.55
1.08,Fair,J,SI2,64.9,60.0,6.46,6.32,4.15,3302,2742.56,3018.52,9.39
0.7,Premium,J,VS1,60.9,58.0,5.73,5.66,3.47,2005,2045.18,1761.63,13.82
0.3,Very Good,H,VVS2,60.8,58.0,4.34,4.37,2.65,605,605.23,613.07,-1.32
1.13,Premium,G,VS2,62.7,57.0,6.67,6.61,4.16,6379,6671.82,6401.44,-0.35
0.7,Good,G,SI1,63.7,60.0,5.57,5.51,3.53,2150,2196.47,2046.46,5.06
1.72,Premium,G,VS1,59.4,60.0,7.82,7.86,4.66,17605,15775.23,16408.25,7.29
1.0,Fair,I,VS2,65.7,58.0,6.25,6.2,4.09,3265,3746.99,4053.17,-19.45
1.01,Premium,H,SI2,61.9,60.0,6.43,6.4,3.97,4242,3612.45,4008.21,5.83
0.9,Premium,H,I1,62.8,61.0,6.09,6.07,3.82,1939,1880.65,1936.53,0.13
1.01,Ideal,F,VS1,62.2,56.0,6.4,6.46,4.0,9077,6337.64,7481.17,21.33
0.71,Ideal,F,VS2,61.2,56.0,5.73,5.77,3.52,2891,3044.62,3166.36,-8.7
0.3,Premium,H,VS1,61.4,59.0,4.3,4.33,2.65,526,539.41,550.56,-4.46
